"","Año","Area","Street"
"1853",2011,"Wolverhampton","school street wûton"
"1854",2011,"Wolverhampton","school street w'ton"
"1855",2011,"Wolverhampton","showell circus"
"1856",2011,"Wolverhampton","st georges parade wolverhampton"
"1857",2011,"Wolverhampton","stafford road wolverhampton"
"1858",2011,"Wolverhampton","stafford st"
"1859",2011,"Wolverhampton","stafford st wton"
"1860",2011,"Wolverhampton","stafford street"
"1861",2011,"Wolverhampton","stafford street wolverhampton"
"1862",2011,"Wolverhampton","steel park lane wton"
"1863",2011,"Wolverhampton","subway under traffic island at junction of ring road and bilston street"
"1864",2011,"Wolverhampton","sweetman street wton"
"1865",2011,"Wolverhampton","temple st"
"1866",2011,"Wolverhampton","tettenhall road"
"1867",2011,"Wolverhampton","the varsity city centre"
"1868",2011,"Wolverhampton","thornley street"
"1869",2011,"Wolverhampton","tower street"
"1870",2011,"Wolverhampton","train station wolverhampton"
"1871",2011,"Wolverhampton","trysull road"
"1872",2011,"Wolverhampton","vicarage road wton"
"1873",2011,"Wolverhampton","victoria road"
"1874",2011,"Wolverhampton","victoria road wfield wton"
"1875",2011,"Wolverhampton","victoria road wfieldwton"
"1876",2011,"Wolverhampton","victoria st"
"1877",2011,"Wolverhampton","victoria street"
"1878",2011,"Wolverhampton","victoria street wolverhampton"
"1879",2011,"Wolverhampton","victoria street wûton"
"1880",2011,"Wolverhampton","villiers avenue wolverhampton"
"1881",2011,"Wolverhampton","wallace rd"
"1882",2011,"Wolverhampton","wallace road bradley"
"1883",2011,"Wolverhampton","walsall st bilston"
"1884",2011,"Wolverhampton","wanderers avenue blakenhall"
"1885",2011,"Wolverhampton","wanderers avenue wton"
"1886",2011,"Wolverhampton","warnford walk merry hill wûton"
"1887",2011,"Wolverhampton","warstones drive"
"1888",2011,"Wolverhampton","waterloo rd"
"1889",2011,"Wolverhampton","waterloo rd wolverhampton"
"1890",2011,"Wolverhampton","wednesfield high street wolves"
"1891",2011,"Wolverhampton","wellington road"
"1892",2011,"Wolverhampton","white oaks street wton"
"1893",2011,"Wolverhampton","whitegates drive coseley"
"1894",2011,"Wolverhampton","willenhall road east park wolverhampton"
"1895",2011,"Wolverhampton","willenhall road jtn deans road wton"
"1896",2011,"Wolverhampton","william hill market street"
"1897",2011,"Wolverhampton","wolverhamptn train station"
"1898",2011,"Wolverhampton","wolverhampton  train station"
"1899",2011,"Wolverhampton","wolverhampton railway station"
"1900",2011,"Wolverhampton","wolverhampton road wednesfield"
"1901",2011,"Wolverhampton","wolverhampton road wednesfield wton"
"1902",2011,"Wolverhampton","wolverhampton train station"
"1903",2011,"Wolverhampton","wolves railway station"
"1904",2011,"Wolverhampton","wood end road wednesfield"
"1905",2011,"Wolverhampton","woodland avenue tettenhall wood"
"1906",2011,"Wolverhampton","woolpack alley"
"1907",2011,"Wolverhampton","wordsworth avenue"
"1908",2011,"Wolverhampton","wton train station"
"1909",2011,"Wolverhampton","wv front office"
"1910",2011,"Wolverhampton","wvfo"
"1911",2012,"Birmingham","clemence road"
"1912",2012,"Birmingham","acocks green police station"
"1913",2012,"Birmingham","albert road"
"1914",2012,"Birmingham","alcester rd moseley"
"1915",2012,"Birmingham","alcester road"
"1916",2012,"Birmingham","alcester road moseley"
"1917",2012,"Birmingham","alcester road outside cross ph"
"1918",2012,"Birmingham","alecester road"
"1919",2012,"Birmingham","alum rock road"
"1920",2012,"Birmingham","alum rock road alum rock"
"1921",2012,"Birmingham","banford road ward end"
"1922",2012,"Birmingham","belchers lane"
"1923",2012,"Birmingham","belgrave middle way"
"1924",2012,"Birmingham","belgravia close"
"1925",2012,"Birmingham","bennetts hill city centre"
"1926",2012,"Birmingham","berkely road"
"1927",2012,"Birmingham","birchley rise @ wagon lane olton"
"1928",2012,"Birmingham","birchtree drive"
"1929",2012,"Birmingham","birmingham new street"
"1930",2012,"Birmingham","birmingham road castle bromwich"
"1931",2012,"Birmingham","birmingham road sutton coldfield"
"1932",2012,"Birmingham","bistol road selly oak"
"1933",2012,"Birmingham","blake place. bordesley green"
"1934",2012,"Birmingham","bordesley green"
"1935",2012,"Birmingham","bordesley green east"
"1936",2012,"Birmingham","bordesley green road bordesley green"
"1937",2012,"Birmingham","bordesly green bordesley green"
"1938",2012,"Birmingham","boscombe road tyseley"
"1939",2012,"Birmingham","bournville lane"
"1940",2012,"Birmingham","bristol road"
"1941",2012,"Birmingham","bristol road south"
"1942",2012,"Birmingham","broad street"
"1943",2012,"Birmingham","brookhill road"
"1944",2012,"Birmingham","brooklands road"
"1945",2012,"Birmingham","brunswick road"
"1946",2012,"Birmingham","bulls head mosely"
"1947",2012,"Birmingham","caldwell road"
"1948",2012,"Birmingham","church road yardley"
"1949",2012,"Birmingham","church road yew tree"
"1950",2012,"Birmingham","clodeshall road"
"1951",2012,"Birmingham","coleshill road"
"1952",2012,"Birmingham","cotterills lane"
"1953",2012,"Birmingham","coventry  road"
"1954",2012,"Birmingham","coventry rd  sheldon  nr british legion ivy leaf"
"1955",2012,"Birmingham","coventry rd"
"1956",2012,"Birmingham","coventry road"
"1957",2012,"Birmingham","coventry road small heath"
"1958",2012,"Birmingham","cranespark road"
"1959",2012,"Birmingham","dale end"
"1960",2012,"Birmingham","drews lane ward end"
"1961",2012,"Birmingham","elizabeth road"
"1962",2012,"Birmingham","emily road acocks green birmingham"
"1963",2012,"Birmingham","flaxton grove kitts green"
"1964",2012,"Birmingham","foxton road washwood heath"
"1965",2012,"Birmingham","front offcie kings heath police station"
"1966",2012,"Birmingham","front office stechford police station"
"1967",2012,"Birmingham","gibbins road"
"1968",2012,"Birmingham","gilsan way"
"1969",2012,"Birmingham","gospel farm road"
"1970",2012,"Birmingham","gospel lane acocks green"
"1971",2012,"Birmingham","green lane bordesley green"
"1972",2012,"Birmingham","greswold road"
"1973",2012,"Birmingham","harbourne road harbourne"
"1974",2012,"Birmingham","hazelville road  hall green"
"1975",2012,"Birmingham","heartlands hospital"
"1976",2012,"Birmingham","heathfield road"
"1977",2012,"Birmingham","herrick road"
"1978",2012,"Birmingham","high street"
"1979",2012,"Birmingham","high street kings heath"
"1980",2012,"Birmingham","high street solihull"
"1981",2012,"Birmingham","highfield road"
"1982",2012,"Birmingham","highfield road spark brook"
"1983",2012,"Birmingham","home address"
"1984",2012,"Birmingham","homer rd near holiday inn"
"1985",2012,"Birmingham","horrell road sheldon"
"1986",2012,"Birmingham","ivy house road west heath"
"1987",2012,"Birmingham","jakeman road"
"1988",2012,"Birmingham","juniper close"
"1989",2012,"Birmingham","kemberton road"
"1990",2012,"Birmingham","kings heath high st"
"1991",2012,"Birmingham","kings norton green"
"1992",2012,"Birmingham","lady pool road"
"1993",2012,"Birmingham","ladypool road"
"1994",2012,"Birmingham","lea hall road"
"1995",2012,"Birmingham","lower severn street"
"1996",2012,"Birmingham","mary street"
"1997",2012,"Birmingham","middle park road"
"1998",2012,"Birmingham","milestone house"
"1999",2012,"Birmingham","monyhull road"
"2000",2012,"Birmingham","moseley road"
"2001",2012,"Birmingham","new street railway station"
"2002",2012,"Birmingham","new street station"
"2003",2012,"Birmingham","northliegh rd ward end"
"2004",2012,"Birmingham","o/s assembly rooms poplar way solihull"
"2005",2012,"Birmingham","o/s assembly rooms solihull town centre"
"2006",2012,"Birmingham","o/s chargrill chicken coventry road"
"2007",2012,"Birmingham","olton boulevard east"
"2008",2012,"Birmingham","out side fish bar hobmoore road"
"2009",2012,"Birmingham","outside arden oak pub"
"2010",2012,"Birmingham","outside st colombia nursery alcester road"
"2011",2012,"Birmingham","outside the bulls head"
"2012",2012,"Birmingham","parker street edgbaston"
"2013",2012,"Birmingham","parkland on the heathway"
"2014",2012,"Birmingham","partridge road"
"2015",2012,"Birmingham","pershore road"
"2016",2012,"Birmingham","plymouth road stirchley"
"2017",2012,"Birmingham","poplar road solihull"
"2018",2012,"Birmingham","rea road"
"2019",2012,"Birmingham","regency hotel"
"2020",2012,"Birmingham","runcurn road balsall heath"
"2021",2012,"Birmingham","school road"
"2022",2012,"Birmingham","sheath lane"
"2023",2012,"Birmingham","sheldon heath park"
"2024",2012,"Birmingham","shirley road acocks green"
"2025",2012,"Birmingham","solihull town centre"
"2026",2012,"Birmingham","st marys road"
"2027",2012,"Birmingham","st marys row"
"2028",2012,"Birmingham","st mary's row moseley"
"2029",2012,"Birmingham","st pauls road"
"2030",2012,"Birmingham","station road stechford"
"2031",2012,"Birmingham","station road solihul"
"2032",2012,"Birmingham","stechford police station"
"2033",2012,"Birmingham","stechford swimming baths"
"2034",2012,"Birmingham","stoney lane"
"2035",2012,"Birmingham","stratford road"
"2036",2012,"Birmingham","stratford road sparkbrook"
"2037",2012,"Birmingham","stratford road sparkhill"
"2038",2012,"Birmingham","summerfield road weoley castle"
"2039",2012,"Birmingham","sunbeam way"
"2040",2012,"Birmingham","swanshurst park"
"2041",2012,"Birmingham","the parade sutton coldfield"
"2042",2012,"Birmingham","the radleys"
"2043",2012,"Birmingham","tile cross road"
"2044",2012,"Birmingham","tote betting shop alum rock road"
"2045",2012,"Birmingham","turnburry road"
"2046",2012,"Birmingham","umberslade road selly oak"
"2047",2012,"Birmingham","vicarage road kinghs heath"
"2048",2012,"Birmingham","victoria road bordesley green"
"2049",2012,"Birmingham","wake green road"
"2050",2012,"Birmingham","ward end park"
"2051",2012,"Birmingham","warwich rd"
"2052",2012,"Birmingham","warwick road"
"2053",2012,"Birmingham","warwick road accocks green"
"2054",2012,"Birmingham","wash lane"
"2055",2012,"Birmingham","washwood heath road"
"2056",2012,"Birmingham","watson road alum rock"
"2057",2012,"Birmingham","wheatcroft road chelmesley wood"
"2058",2012,"Birmingham","wheatsheaf ph coventry road sheldon"
"2059",2012,"Birmingham","wheatsheaf coventry road"
"2060",2012,"Birmingham","william hill bookmakers washwood heath road"
"2061",2012,"Birmingham","woodbridge rd"
"2062",2012,"Birmingham","woodbridge road"
"2063",2012,"Birmingham","acorn public house"
"2064",2012,"Birmingham","atlantic rd"
"2065",2012,"Birmingham","aylesbury crescent kingstanding b'ham"
"2066",2012,"Birmingham","beggers bush"
"2067",2012,"Birmingham","bendall rd. kingstanding"
"2068",2012,"Birmingham","berryfields road walmley sutton coldfield"
"2069",2012,"Birmingham","birmingham rd"
"2070",2012,"Birmingham","birmingham road"
"2071",2012,"Birmingham","birmingham road wylde green"
"2072",2012,"Birmingham","boldmere road"
"2073",2012,"Birmingham","bottle of sack"
"2074",2012,"Birmingham","boundary road erdington"
"2075",2012,"Birmingham","brassington avenue sutton coldfield"
"2076",2012,"Birmingham","broad st]#"
"2077",2012,"Birmingham","capilano road erdington"
"2078",2012,"Birmingham","car park lidl pelham rd alum rock"
"2079",2012,"Birmingham","car park of old speckled hen public house mere green"
"2080",2012,"Birmingham","car park reddicap tavern hollyfield road falcon lodge"
"2081",2012,"Birmingham","car park kenilworth court wheelwright rd"
"2082",2012,"Birmingham","chester road"
"2083",2012,"Birmingham","chesterfield grove pype hayes"
"2084",2012,"Birmingham","chipstead road"
"2085",2012,"Birmingham","church road erdington"
"2086",2012,"Birmingham","coton lane erdington b'ham"
"2087",2012,"Birmingham","cottishall walk"
"2088",2012,"Birmingham","court lane"
"2089",2012,"Birmingham","duke street"
"2090",2012,"Birmingham","ebrook road sutton coldfield"
"2091",2012,"Birmingham","emscote road"
"2092",2012,"Birmingham","erdington high street"
"2093",2012,"Birmingham","firbeck grove"
"2094",2012,"Birmingham","frances road erdington"
"2095",2012,"Birmingham","front odffice sutton coldfield"
"2096",2012,"Birmingham","good hope hospital"
"2097",2012,"Birmingham","gracechuch shopping centre sutton coldfield"
"2098",2012,"Birmingham","gravelly hill"
"2099",2012,"Birmingham","hairy lemon erdington high street"
"2100",2012,"Birmingham","hairy lemon. lower parade"
"2101",2012,"Birmingham","hampton road erdington b'ham"
"2102",2012,"Birmingham","hellbey close"
"2103",2012,"Birmingham","high st . sutton coldfield"
"2104",2012,"Birmingham","high st erdington"
"2105",2012,"Birmingham","high street erdington"
"2106",2012,"Birmingham","high street west bromwich"
"2107",2012,"Birmingham","inland road erdington b'ham"
"2108",2012,"Birmingham","job centre sutton new road erdington"
"2109",2012,"Birmingham","johnson road erdington birmingham"
"2110",2012,"Birmingham","kings rd"
"2111",2012,"Birmingham","kingsbury road castle vale"
"2112",2012,"Birmingham","lichfield rd"
"2113",2012,"Birmingham","lichfield road"
"2114",2012,"Birmingham","lichfield road sutton coldfield"
"2115",2012,"Birmingham","litten tree ph sutton town centre"
"2116",2012,"Birmingham","lower parade"
"2117",2012,"Birmingham","lower parade  sutton coldfield"
"2118",2012,"Birmingham","lower parade sutton coldfield"
"2119",2012,"Birmingham","lower parade sutton coldfield birmingham"
"2120",2012,"Birmingham","lower parade sutton town centre"
"2121",2012,"Birmingham","madehurst road erdington"
"2122",2012,"Birmingham","marrowfat raod handsworth"
"2123",2012,"Birmingham","marsh hill  erdington. ( bn )"
"2124",2012,"Birmingham","marsh lane erdington b'ham"
"2125",2012,"Birmingham","mere green island lichfield road"
"2126",2012,"Birmingham","mill avenue"
"2127",2012,"Birmingham","mill st @ high street"
"2128",2012,"Birmingham","new street"
"2129",2012,"Birmingham","newdigate road"
"2130",2012,"Birmingham","newhall carpark"
"2131",2012,"Birmingham","newhall walk sutton coldfield"
"2132",2012,"Birmingham","normanton tower beechmount drive erdington birmingham"
"2133",2012,"Birmingham","north holt road"
"2134",2012,"Birmingham","northolt drive"
"2135",2012,"Birmingham","o/s h/a"
"2136",2012,"Birmingham","o/s hairy lemon ph"
"2137",2012,"Birmingham","o/s kings arms ph coleshill road"
"2138",2012,"Birmingham","o/s litten tree"
"2139",2012,"Birmingham","o/s moo moos south parade"
"2140",2012,"Birmingham","o/s moomoo club sutton town centre"
"2141",2012,"Birmingham","o/s moomoos night club south parade"
"2142",2012,"Birmingham","o/s moomoos lower parade sutton town centre"
"2143",2012,"Birmingham","o/s station ph"
"2144",2012,"Birmingham","o/s temple bar s/c town centre"
"2145",2012,"Birmingham","orphanage rd"
"2146",2012,"Birmingham","outside bagot arms chester road pype hayes"
"2147",2012,"Birmingham","outside city view erdington"
"2148",2012,"Birmingham","outside hiry lemon sutton town crntr"
"2149",2012,"Birmingham","outside home address"
"2150",2012,"Birmingham","outside litten tree birmingham road"
"2151",2012,"Birmingham","outside moomoo's bar south parade sutton coldfield"
"2152",2012,"Birmingham","outside new street station birmingham city centre"
"2153",2012,"Birmingham","outside temple bar lower parade sutton coldfield"
"2154",2012,"Birmingham","outside the swan public house high street erdington"
"2155",2012,"Birmingham","outside the temple bar sutton coldfield town centre"
"2156",2012,"Birmingham","parade sutton"
"2157",2012,"Birmingham","parade sutton coldfield"
"2158",2012,"Birmingham","parade sutton coldfield town centre"
"2159",2012,"Birmingham","rectory road sutton coldfield"
"2160",2012,"Birmingham","reddicap hill"
"2161",2012,"Birmingham","redwing grove erdington b'ham"
"2162",2012,"Birmingham","reservoir rd erdington"
"2163",2012,"Birmingham","reservoir road"
"2164",2012,"Birmingham","ridgeway erdington"
"2165",2012,"Birmingham","sc town centre"
"2166",2012,"Birmingham","short heath rd"
"2167",2012,"Birmingham","slade road"
"2168",2012,"Birmingham","somerset road erdington"
"2169",2012,"Birmingham","south parade"
"2170",2012,"Birmingham","south parade û sutton coldfield town centre"
"2171",2012,"Birmingham","south parade o/s moomoo"
"2172",2012,"Birmingham","south parade s/c town centre"
"2173",2012,"Birmingham","south parade sutton coldfield"
"2174",2012,"Birmingham","south parade sutton coldfield birmingham"
"2175",2012,"Birmingham","south parades sutton coldfield"
"2176",2012,"Birmingham","st mary & st john social club gravelly hill north"
"2177",2012,"Birmingham","sutton new road"
"2178",2012,"Birmingham","sutton new road erdington"
"2179",2012,"Birmingham","sutton town centre"
"2180",2012,"Birmingham","sutton town centre outside moo moo's"
"2181",2012,"Birmingham","sycamore road erdingon"
"2182",2012,"Birmingham","tamworth road sutton coldfield"
"2183",2012,"Birmingham","tangmere drive castle vale"
"2184",2012,"Birmingham","the gardens erdington"
"2185",2012,"Birmingham","the green house four oaks birmingham"
"2186",2012,"Birmingham","the green house four oaks sutton coldfield"
"2187",2012,"Birmingham","the parade"
"2188",2012,"Birmingham","the parade s/c"
"2189",2012,"Birmingham","the parade suttontown centre"
"2190",2012,"Birmingham","the wylde green public house"
"2191",2012,"Birmingham","turnhouse road castle vale"
"2192",2012,"Birmingham","unknown"
"2193",2012,"Birmingham","victoria road sutton coldfield"
"2194",2012,"Birmingham","walmley ash rd"
"2195",2012,"Birmingham","water orton lane"
"2196",2012,"Birmingham","william hill wylde green"
"2197",2012,"Birmingham","witton lodge road"
"2198",2012,"Birmingham","woodacre road erdington"
"2199",2012,"Birmingham","woodington road"
"2200",2012,"Birmingham","wootton grove kingstanding birmingham"
"2201",2012,"Birmingham","yatesbury avenue castle vale"
"2202",2012,"Birmingham","a38 northfield"
"2203",2012,"Birmingham","abdon ave"
"2204",2012,"Birmingham","alcester rd"
"2205",2012,"Birmingham","alcester road south"
"2206",2012,"Birmingham","aldersmead road"
"2207",2012,"Birmingham","alwold road"
"2208",2012,"Birmingham","belgrave middleway"
"2209",2012,"Birmingham","black horse public house carpark"
"2210",2012,"Birmingham","boleyn road"
"2211",2012,"Birmingham","bomerfield road"
"2212",2012,"Birmingham","bond st city centre"
"2213",2012,"Birmingham","bournville lane front office"
"2214",2012,"Birmingham","bournville lane police station"
"2215",2012,"Birmingham","bournville p.s"
"2216",2012,"Birmingham","bournville police station"
"2217",2012,"Birmingham","braceby avenue"
"2218",2012,"Birmingham","brandwood park rd"
"2219",2012,"Birmingham","bristol rd south northfield"
"2220",2012,"Birmingham","bristol road northfield"
"2221",2012,"Birmingham","bristol road opposite royal orthopaedic"
"2222",2012,"Birmingham","bristol road selly oak"
"2223",2012,"Birmingham","bristol road selly oak near gun barrels ph"
"2224",2012,"Birmingham","bristol road bournville"
"2225",2012,"Birmingham","brook lane billesley"
"2226",2012,"Birmingham","brookfield road"
"2227",2012,"Birmingham","bunbury road"
"2228",2012,"Birmingham","church road"
"2229",2012,"Birmingham","church road edgbaston"
"2230",2012,"Birmingham","church road moseley"
"2231",2012,"Birmingham","city road"
"2232",2012,"Birmingham","corn mill close bartley green"
"2233",2012,"Birmingham","cotteridge island"
"2234",2012,"Birmingham","devon road"
"2235",2012,"Birmingham","dogpool lane"
"2236",2012,"Birmingham","each way lane rubery"
"2237",2012,"Birmingham","edgewood road"
"2238",2012,"Birmingham","edgwood road"
"2239",2012,"Birmingham","edward road balsall heath"
"2240",2012,"Birmingham","fordhouse lane"
"2241",2012,"Birmingham","fredrick road"
"2242",2012,"Birmingham","gillot road edgbaston"
"2243",2012,"Birmingham","gillott road edgbaston"
"2244",2012,"Birmingham","gorsley piece"
"2245",2012,"Birmingham","great park public house rubery"
"2246",2012,"Birmingham","great park rubery"
"2247",2012,"Birmingham","grovelly  lane"
"2248",2012,"Birmingham","hagley road"
"2249",2012,"Birmingham","hagley road birmingham"
"2250",2012,"Birmingham","hagley road edgbaston"
"2251",2012,"Birmingham","harborne hall hotel harborne"
"2252",2012,"Birmingham","harborne park road"
"2253",2012,"Birmingham","harbourne high street"
"2254",2012,"Birmingham","haunch lane"
"2255",2012,"Birmingham","hawkshurst road"
"2256",2012,"Birmingham","healey road selly oak"
"2257",2012,"Birmingham","heather house kings norton"
"2258",2012,"Birmingham","heaton drive"
"2259",2012,"Birmingham","hgaley road"
"2260",2012,"Birmingham","high st harborne"
"2261",2012,"Birmingham","high street harborne"
"2262",2012,"Birmingham","high street harbourne"
"2263",2012,"Birmingham","high street hraborn"
"2264",2012,"Birmingham","high street haborne"
"2265",2012,"Birmingham","hillwood rd"
"2266",2012,"Birmingham","hindhead road"
"2267",2012,"Birmingham","hisgh street stourbridege"
"2268",2012,"Birmingham","hollybank road"
"2269",2012,"Birmingham","holybank road"
"2270",2012,"Birmingham","houldy road"
"2271",2012,"Birmingham","hubert croft"
"2272",2012,"Birmingham","hurst street"
"2273",2012,"Birmingham","jenners lane"
"2274",2012,"Birmingham","jowetts lane"
"2275",2012,"Birmingham","katie road"
"2276",2012,"Birmingham","kitwell lane"
"2277",2012,"Birmingham","linden road"
"2278",2012,"Birmingham","lofthouse crescent"
"2279",2012,"Birmingham","longbridge lane"
"2280",2012,"Birmingham","lottie road selly oak"
"2281",2012,"Birmingham","lynsey avenue northfield"
"2282",2012,"Birmingham","masshouse ph"
"2283",2012,"Birmingham","maypole grove"
"2284",2012,"Birmingham","merritts brook lane northfield"
"2285",2012,"Birmingham","metchley lane harborne"
"2286",2012,"Birmingham","metchley park road"
"2287",2012,"Birmingham","miles road"
"2288",2012,"Birmingham","millbrook drive northfield"
"2289",2012,"Birmingham","milner road"
"2290",2012,"Birmingham","moor street"
"2291",2012,"Birmingham","moor street railway station"
"2292",2012,"Birmingham","morrisons rubery"
"2293",2012,"Birmingham","navigation pub kings norton"
"2294",2012,"Birmingham","newbury lane"
"2295",2012,"Birmingham","norhtfield high street"
"2296",2012,"Birmingham","northfield road northfield"
"2297",2012,"Birmingham","outside goose public house bristol road selly oak"
"2298",2012,"Birmingham","park way rubery"
"2299",2012,"Birmingham","parkdale drive"
"2300",2012,"Birmingham","payne street"
"2301",2012,"Birmingham","pershore road cotteridge"
"2302",2012,"Birmingham","pershore road south"
"2303",2012,"Birmingham","piddock rd"
"2304",2012,"Birmingham","piddock road smethwick"
"2305",2012,"Birmingham","pineapple road"
"2306",2012,"Birmingham","premier inn great park"
"2307",2012,"Birmingham","priory road"
"2308",2012,"Birmingham","q e a and e metchley park road"
"2309",2012,"Birmingham","qe hospital"
"2310",2012,"Birmingham","queen elizabeth hospital"
"2311",2012,"Birmingham","quinton road"
"2312",2012,"Birmingham","ridgeacre road"
"2313",2012,"Birmingham","safernake close"
"2314",2012,"Birmingham","sandon road"
"2315",2012,"Birmingham","sandon road edgbaston"
"2316",2012,"Birmingham","selly oak railway station"
"2317",2012,"Birmingham","shannon road"
"2318",2012,"Birmingham","shenly lane"
"2319",2012,"Birmingham","sir herbert austin way"
"2320",2012,"Birmingham","smithy hotel hagley road"
"2321",2012,"Birmingham","solihull high street"
"2322",2012,"Birmingham","st mary's hospice"
"2323",2012,"Birmingham","stonehouse lane"
"2324",2012,"Birmingham","stonehouse public house"
"2325",2012,"Birmingham","the fold"
"2326",2012,"Birmingham","the navigation public house kings norton"
"2327",2012,"Birmingham","tiverton road"
"2328",2012,"Birmingham","trittiford road"
"2329",2012,"Birmingham","university birmingham"
"2330",2012,"Birmingham","victoria steet small heath"
"2331",2012,"Birmingham","wareham road"
"2332",2012,"Birmingham","warwick crest"
"2333",2012,"Birmingham","watford road coteridge"
"2334",2012,"Birmingham","wellington road"
"2335",2012,"Birmingham","west boulevard"
"2336",2012,"Birmingham","west cliff place"
"2337",2012,"Birmingham","white horse public house"
"2338",2012,"Birmingham","willetts rd turves green"
"2339",2012,"Birmingham","woodthrop road"
"2340",2012,"Birmingham","worlds end lane quinton"
"2341",2012,"Birmingham","wychal lane"
"2342",2012,"Birmingham","wychall rd kings norton"
"2343",2012,"Birmingham","ymca stone road"
"2344",2012,"Birmingham","york ph york road"
"2345",2012,"Birmingham","a38 expressway birmingham"
"2346",2012,"Birmingham","aberdeen st winson green"
"2347",2012,"Birmingham","adcadian centre ladywell walk"
"2348",2012,"Birmingham","alexander avenue"
"2349",2012,"Birmingham","alley  way off arcadian palace hurst street"
"2350",2012,"Birmingham","applewood grove cradley heath"
"2351",2012,"Birmingham","arca bar city centre"
"2352",2012,"Birmingham","arcadian"
"2353",2012,"Birmingham","arcadian centre"
"2354",2012,"Birmingham","arcadian centre ladywell walk"
"2355",2012,"Birmingham","arcadian centre birmingham"
"2356",2012,"Birmingham","arcadian centre city centre"
"2357",2012,"Birmingham","arcadian centre city centre birmingham"
"2358",2012,"Birmingham","arcadian centrecity centre"
"2359",2012,"Birmingham","arcadian city centre"
"2360",2012,"Birmingham","arcadian birmingham"
"2361",2012,"Birmingham","arka bar arcadian bar"
"2362",2012,"Birmingham","aston hotel witton lane"
"2363",2012,"Birmingham","aston police station"
"2364",2012,"Birmingham","aston street city centre"
"2365",2012,"Birmingham","bacchus road winson green"
"2366",2012,"Birmingham","bar risa broad st birmingham"
"2367",2012,"Birmingham","bennetts hill"
"2368",2012,"Birmingham","berkeley st birmingham"
"2369",2012,"Birmingham","berkeley st birmingham city centre"
"2370",2012,"Birmingham","berkley  street birmingham"
"2371",2012,"Birmingham","bham central front office"
"2372",2012,"Birmingham","bierton road yardley"
"2373",2012,"Birmingham","birchfield lane oldbury"
"2374",2012,"Birmingham","birkley road city centre"
"2375",2012,"Birmingham","birkley street city centre"
"2376",2012,"Birmingham","birmingham central police station"
"2377",2012,"Birmingham","birmingham central ps"
"2378",2012,"Birmingham","birmingham hippodrome"
"2379",2012,"Birmingham","birmingham magistrates court"
"2380",2012,"Birmingham","birmingham new street station"
"2381",2012,"Birmingham","bishopgate st"
"2382",2012,"Birmingham","bishopgate street"
"2383",2012,"Birmingham","bliss broad st"
"2384",2012,"Birmingham","borad st"
"2385",2012,"Birmingham","borad street"
"2386",2012,"Birmingham","bordesley park rd"
"2387",2012,"Birmingham","bp waterlane middleway"
"2388",2012,"Birmingham","braod street birmingham"
"2389",2012,"Birmingham","braod street city centre"
"2390",2012,"Birmingham","brass house broad street"
"2391",2012,"Birmingham","bridge street junction broad street"
"2392",2012,"Birmingham","bristol st"
"2393",2012,"Birmingham","bristol street city centre"
"2394",2012,"Birmingham","broad  street"
"2395",2012,"Birmingham","broad city birmingham"
"2396",2012,"Birmingham","broad st"
"2397",2012,"Birmingham","broad st bham"
"2398",2012,"Birmingham","broad st birmingham"
"2399",2012,"Birmingham","broad st city centre"
"2400",2012,"Birmingham","broad street (o/s obar)"
"2401",2012,"Birmingham","broad street birmingham"
"2402",2012,"Birmingham","broad street city centre"
"2403",2012,"Birmingham","broad street near gatecrashers"
"2404",2012,"Birmingham","broad street o/s flares"
"2405",2012,"Birmingham","broad street city centre birmingham"
"2406",2012,"Birmingham","broad street o/s big bites"
"2407",2012,"Birmingham","broad streetcity centre"
"2408",2012,"Birmingham","bromsgrove street"
"2409",2012,"Birmingham","bromsgrove street birmingham"
"2410",2012,"Birmingham","bromsgrove street city centre"
"2411",2012,"Birmingham","bull ring"
"2412",2012,"Birmingham","canalside ramada  mailbox"
"2413",2012,"Birmingham","carrs lane city centre"
"2414",2012,"Birmingham","carrs lane birmingham"
"2415",2012,"Birmingham","chamberlain square birmingham"
"2416",2012,"Birmingham","chamberlain square city centre"
"2417",2012,"Birmingham","churchill road"
"2418",2012,"Birmingham","city hospital"
"2419",2012,"Birmingham","city hospital birmingham"
"2420",2012,"Birmingham","city hospital dudley road"
"2421",2012,"Birmingham","city hospitaldudley road"
"2422",2012,"Birmingham","colmore row"
"2423",2012,"Birmingham","colmore row city centre"
"2424",2012,"Birmingham","constitution hill"
"2425",2012,"Birmingham","coopers road handsworth"
"2426",2012,"Birmingham","corporation st"
"2427",2012,"Birmingham","corporation street"
"2428",2012,"Birmingham","coxwell road ladywood"
"2429",2012,"Birmingham","dale end city centre"
"2430",2012,"Birmingham","digbeth coach station"
"2431",2012,"Birmingham","digbeth coach station city centre"
"2432",2012,"Birmingham","digbeth high st"
"2433",2012,"Birmingham","digbeth high street"
"2434",2012,"Birmingham","dudley road"
"2435",2012,"Birmingham","dyas avenue great barr"
"2436",2012,"Birmingham","edgbaston st birmingham"
"2437",2012,"Birmingham","essex street city centre"
"2438",2012,"Birmingham","felstone roadgreat barr"
"2439",2012,"Birmingham","fiveways broad street"
"2440",2012,"Birmingham","flare broad street"
"2441",2012,"Birmingham","fletchers walk"
"2442",2012,"Birmingham","garrison lane"
"2443",2012,"Birmingham","gas st"
"2444",2012,"Birmingham","gas st city centre"
